2019-10-14 15:52:18.004404 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3653, 7419], 'MET': [1639, 1779], 'SingleMuon': [3503, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9619, 12714], 'MET': [2012, 2061], 'SingleMuon': [7422, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5617, 5755], 'MET': [1142, 1173], 'SingleMuon': [3843, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5329, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6157, 10360], 'MET': [2315, 2373], 'SingleMuon': [8035, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3816, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [7996, 9092], 'MET': [0, 0], 'SingleMuon': [9928, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1425, 1451], 'SingleMuon': [4757, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100806, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [2996, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19061, 22005], 'SingleMuon': [25703, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
2019-10-14 17:42:42.146846 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3653, 7419], 'MET': [1639, 1779], 'SingleMuon': [3503, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9619, 12714], 'MET': [2012, 2061], 'SingleMuon': [7422, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5617, 5755], 'MET': [1142, 1173], 'SingleMuon': [3843, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5333, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6157, 10360], 'MET': [2315, 2373], 'SingleMuon': [8035, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3816, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [7996, 9092], 'MET': [0, 0], 'SingleMuon': [9928, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1425, 1451], 'SingleMuon': [4757, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100806, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [2996, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19061, 22005], 'SingleMuon': [25703, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
2019-10-14 19:04:23.280204 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3653, 7419], 'MET': [1639, 1779], 'SingleMuon': [3503, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9619, 12714], 'MET': [2012, 2061], 'SingleMuon': [7422, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5617, 5755], 'MET': [1142, 1173], 'SingleMuon': [3843, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5336, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6157, 10360], 'MET': [2315, 2373], 'SingleMuon': [8035, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3816, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [7996, 9092], 'MET': [0, 0], 'SingleMuon': [9928, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1425, 1451], 'SingleMuon': [4757, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100806, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [2996, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19061, 22005], 'SingleMuon': [25703, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
2019-10-15 00:49:44.957385 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3653, 7419], 'MET': [1639, 1779], 'SingleMuon': [3503, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9619, 12714], 'MET': [2012, 2061], 'SingleMuon': [7422, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5617, 5755], 'MET': [1142, 1173], 'SingleMuon': [3843, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5419, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6157, 10360], 'MET': [2315, 2373], 'SingleMuon': [8035, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3816, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [7996, 9092], 'MET': [0, 0], 'SingleMuon': [9928, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1425, 1451], 'SingleMuon': [4757, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100806, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [2996, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19066, 22005], 'SingleMuon': [25703, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
2019-10-15 09:50:21.387146 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3675, 7419], 'MET': [1648, 1779], 'SingleMuon': [3566, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9625, 12714], 'MET': [2012, 2061], 'SingleMuon': [7423, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5619, 5755], 'MET': [1143, 1173], 'SingleMuon': [3858, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5524, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6214, 10360], 'MET': [2315, 2373], 'SingleMuon': [9092, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3817, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [8004, 9092], 'MET': [0, 0], 'SingleMuon': [9929, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1425, 1451], 'SingleMuon': [4777, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100806, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [3521, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19067, 22005], 'SingleMuon': [25703, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
2019-10-15 11:35:49.059280 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3686, 7419], 'MET': [1648, 1779], 'SingleMuon': [3665, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9640, 12714], 'MET': [2013, 2061], 'SingleMuon': [7423, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5619, 5755], 'MET': [1143, 1173], 'SingleMuon': [3862, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5526, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6214, 10360], 'MET': [2315, 2373], 'SingleMuon': [9418, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3817, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [8004, 9092], 'MET': [0, 0], 'SingleMuon': [9930, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1426, 1451], 'SingleMuon': [4859, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100806, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [3639, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19067, 22005], 'SingleMuon': [25703, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
2019-10-15 15:10:52.811084 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3690, 7419], 'MET': [1648, 1779], 'SingleMuon': [3720, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9808, 12714], 'MET': [2013, 2061], 'SingleMuon': [7423, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5619, 5755], 'MET': [1143, 1173], 'SingleMuon': [3869, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5530, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6214, 10360], 'MET': [2315, 2373], 'SingleMuon': [9484, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3817, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [8025, 9092], 'MET': [0, 0], 'SingleMuon': [9933, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1426, 1451], 'SingleMuon': [4901, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100670, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [3664, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19067, 22005], 'SingleMuon': [25705, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
2019-10-15 15:34:04.727678 = {'Run2016B-17Jul2018_ver1-v1': {'SingleElectron': [0, 85], 'MET': [0, 36], 'SingleMuon': [0, 146], 'JetHT': [0, 530]}, 'Run2016E-17Jul2018-v1': {'SingleElectron': [3690, 7419], 'MET': [1648, 1779], 'SingleMuon': [3725, 5588], 'JetHT': [3455, 4842]}, 'Run2017B-31Mar2018-v1': {'SingleElectron': [3641, 4133], 'MET': [3334, 3664], 'SingleMuon': [10007, 10377], 'JetHT': [5247, 5435]}, 'Run2016B-17Jul2018_ver2-v1': {'SingleElectron': [9827, 12714], 'MET': [2013, 2061], 'SingleMuon': [7423, 8058], 'JetHT': [0, 0]}, 'Run2016B-17Jul2018_ver2-v2': {'SingleElectron': [0, 0], 'MET': [0, 0], 'SingleMuon': [0, 0], 'JetHT': [0, 7660]}, 'Run2016C-17Jul2018-v1': {'SingleElectron': [5619, 5755], 'MET': [1143, 1173], 'SingleMuon': [3869, 3949], 'JetHT': [2999, 3171]}, 'RunIISummer16MiniAODv3': {'MC': [5530, 5907]}, 'RunIIFall17MiniAODv2': {'MC': [42307, 200194]}, 'Run2018D-PromptReco-v1': {'MET': [3, 3], 'EGamma': [0, 4], 'SingleMuon': [0, 0], 'JetHT': [2, 4]}, 'Run2018D-PromptReco-v2': {'MET': [11601, 15187], 'EGamma': [0, 67285], 'SingleMuon': [32281, 45330], 'JetHT': [15144, 34582]}, 'Run2018C-17Sep2018-v1': {'MET': [2840, 2989], 'EGamma': [0, 14538], 'SingleMuon': [6282, 10914], 'JetHT': [385, 6976]}, 'Run2017C-31Mar2018-v1': {'SingleElectron': [5101, 10020], 'MET': [7391, 7710], 'SingleMuon': [6242, 12008], 'JetHT': [6760, 7661]}, 'Run2016G-17Jul2018-v1': {'SingleElectron': [6214, 10360], 'MET': [2315, 2373], 'SingleMuon': [9484, 10301], 'JetHT': [4332, 9289]}, 'Run2016H-17Jul2018-v2': {'SingleElectron': [0, 0], 'MET': [3817, 4013], 'SingleMuon': [0, 0], 'JetHT': [0, 0]}, 'Run2016H-17Jul2018-v1': {'SingleElectron': [8025, 9092], 'MET': [0, 0], 'SingleMuon': [9933, 12245], 'JetHT': [5490, 10610]}, 'Run2018B-17Sep2018-v1': {'MET': [0, 2725], 'EGamma': [0, 14323], 'SingleMuon': [10752, 11483], 'JetHT': [8065, 8459]}, 'Run2018A-17Sep2018-v1': {'MET': [4570, 4983], 'EGamma': [0, 33215], 'SingleMuon': [22346, 24183], 'JetHT': [17944, 18820]}, 'Run2017D-31Mar2018-v1': {'SingleElectron': [3790, 3803], 'MET': [1548, 1565], 'SingleMuon': [5257, 5296], 'JetHT': [3254, 3621]}, 'Run2016D-17Jul2018-v1': {'SingleElectron': [8696, 8716], 'MET': [1426, 1451], 'SingleMuon': [4901, 5900], 'JetHT': [3506, 4574]}, 'Summer16': {'MC': [100670, 170988]}, 'Run2016F-17Jul2018-v1': {'SingleElectron': [3904, 4790], 'MET': [1072, 1079], 'SingleMuon': [3664, 4031], 'JetHT': [1934, 3629]}, 'Run2017F-31Mar2018-v1': {'SingleElectron': [11039, 11190], 'MET': [19067, 22005], 'SingleMuon': [25705, 25921], 'JetHT': [11053, 11215]}, 'Run2017E-31Mar2018-v1': {'SingleElectron': [8725, 8812], 'MET': [8507, 8623], 'SingleMuon': [14134, 14303], 'JetHT': [8610, 8727]}}
